"Transaction ID","Posting Date","Effective Date","Transaction Type","Amount","Check Number","Reference Number","Description","Transaction Category","Type","Balance","Memo","Extended Description"
"202601171707353999202,601,170,002","1/17/2026","1/17/2026","Debit","-9.99000","","1024461535","Purchase DD *DOORDASHDASHPASS , 303 2nd Street Suite 80, SAN FRANCISCO, CA","","Debit Card","45691.37000","","Purchase DD *DOORDASHDASHPASS , 303 2nd Street Suite 80, SAN FRANCISCO, CA"
"202601161707353415202,601,170,001","1/16/2026","1/17/2026","Debit","-4.15000","","1024461531","Purchase UPR PARKING SYSTEM RIO , 293AVEBARBOSAESQGANDAR, SAN JUAN,","Auto & Transport","Debit Card","45701.36000","","Purchase UPR PARKING SYSTEM RIO , 293AVEBARBOSAESQGANDAR, SAN JUAN,"
"202601161707353412202,601,160,003","1/16/2026","1/16/2026","Debit","-4.12000","","1023743798","Purchase PUEBLO 984 CIUDADELQPS , 1511 AVE PONCE DE LEON, SAN JUAN,","","Debit Card","45705.51000","","Purchase PUEBLO 984 CIUDADELQPS , 1511 AVE PONCE DE LEON, SAN JUAN,"
"202601161707353300202,601,160,002","1/16/2026","1/16/2026","Debit","-3.00000","","1023743799","Purchase ESTACIONAMIENTO CIUD , 1511 AVE. PONCE DE LEON, SAN JUAN,","","Debit Card","45709.63000","","Purchase ESTACIONAMIENTO CIUD , 1511 AVE. PONCE DE LEON, SAN JUAN,"
"202601161707353126202,601,160,001","1/16/2026","1/16/2026","Debit","-1.26000","","1023743800","Purchase PUEBLO 984 CIUDADELQPS , 1511 AVE PONCE DE LEON, SAN JUAN,","","Debit Card","45712.63000","","Purchase PUEBLO 984 CIUDADELQPS , 1511 AVE PONCE DE LEON, SAN JUAN,"
"202601151707353983202,601,150,001","1/15/2026","1/15/2026","Debit","-9.83000","","1023743801","Purchase SUPERMAX DE DIEGO SI , 114 AVE DE DIEGO, SAN JUAN,","","Debit Card","45713.89000","","Purchase SUPERMAX DE DIEGO SI , 114 AVE DE DIEGO, SAN JUAN,"
"2026011417073534,032202,601,140,002","1/14/2026","1/14/2026","Debit","-40.32000","","1022998099","Purchase SUPERMAX DE DIEGO SI , 114 AVE DE DIEGO, SAN JUAN,","","Debit Card","45723.72000","","Purchase SUPERMAX DE DIEGO SI , 114 AVE DE DIEGO, SAN JUAN,"
"202601131707353333202,601,140,001","1/13/2026","1/14/2026","Debit","-3.33000","","1022998100","Purchase APPLE.COM/BILL , ONE APPLE PARK WAY, CUPERTINO, CA","","Debit Card","45764.04000","","Purchase APPLE.COM/BILL , ONE APPLE PARK WAY, CUPERTINO, CA"
"2026011317073531,822202,601,130,004","1/13/2026","1/13/2026","Debit","-18.22000","","1022998090","Purchase WALGREENS STORE, CONDADO,","Health & Fitness","Debit Card","45767.37000","","Purchase WALGREENS STORE, CONDADO,"
"20260113170735398,100202,601,130,003","1/13/2026","1/13/2026","Debit","-981.00000","","1022998101","Purchase UNIVERSIDAD DE PUERT , JARDIN BOTANICO, SAN JUAN,","","Debit Card","45785.59000","","Purchase UNIVERSIDAD DE PUERT , JARDIN BOTANICO, SAN JUAN,"
"2026011317073531,448202,601,130,002","1/13/2026","1/13/2026","Debit","-14.48000","","1022998102","Purchase APPLE.COM/BILL , ONE APPLE PARK, CUPERTINO, CA","","Debit Card","46766.59000","","Purchase APPLE.COM/BILL , ONE APPLE PARK, CUPERTINO, CA"
"2026011217073535,990202,601,130,001","1/12/2026","1/13/2026","Debit","-59.90000","","1022998103","Purchase MARCOS PIZZA CONDADO , ASHFORD GALLERY 1470-14, SAN JUAN,","","Debit Card","46781.07000","","Purchase MARCOS PIZZA CONDADO , ASHFORD GALLERY 1470-14, SAN JUAN,"
"2026011217073533,903202,601,120,003","1/12/2026","1/12/2026","Debit","-39.03000","","1022998104","Purchase LIBERTY MOBILE PUERTO , 279 PONCE DE LEON AVE, 17873553535,","","Debit Card","46840.97000","","Purchase LIBERTY MOBILE PUERTO , 279 PONCE DE LEON AVE, 17873553535,"
"202601121707353470,451202,601,120,002","1/12/2026","1/12/2026","Credit","4704.51000","","1022998105","PAYROLL FAST ENTERPRISES ID9111111101","","ACH","46880.00000","","PAYROLL FAST ENTERPRISES ID9111111101"
"202601111707353845202,601,120,001","1/11/2026","1/12/2026","Debit","-8.45000","","1022998106","Purchase SOBAO BY LOS CIDRINES , 1369 ASHFORD AVE., SAN JUAN,","","Debit Card","42175.49000","","Purchase SOBAO BY LOS CIDRINES , 1369 ASHFORD AVE., SAN JUAN,"
"2026011117073533,345202,601,110,004","1/11/2026","1/11/2026","Debit","-33.45000","","1022998107","Purchase MARRIOTT HOTELS F/B , 1309 ASHFORD AVE, SAN JUAN,","","Debit Card","42183.94000","","Purchase MARRIOTT HOTELS F/B , 1309 ASHFORD AVE, SAN JUAN,"
"202601111707353586202,601,110,003","1/11/2026","1/11/2026","Debit","-5.86000","","1022998091","Purchase COSTCO WHSE #03, BAYAMON,","Shopping","Debit Card","42217.39000","","Purchase COSTCO WHSE #03, BAYAMON,"
"20260111170735315,550202,601,110,002","1/11/2026","1/11/2026","Debit","-155.50000","","1022998092","Purchase COSTCO WHSE #03, BAYAMON,","Shopping","Debit Card","42223.25000","","Purchase COSTCO WHSE #03, BAYAMON,"
"2026011017073532,727202,601,110,001","1/10/2026","1/11/2026","Debit","-27.27000","","1022998108","Purchase GUSTOS COFFEE MIRAMA , 954 AVE PONCE DE LEON C, SAN JUAN,","","Debit Card","42378.75000","","Purchase GUSTOS COFFEE MIRAMA , 954 AVE PONCE DE LEON C, SAN JUAN,"
"2026011017073531,414202,601,100,005","1/10/2026","1/10/2026","Debit","-14.14000","","1022998093","Purchase WALGREENS STORE, CONDADO,","Health & Fitness","Debit Card","42406.02000","","Purchase WALGREENS STORE, CONDADO,"
"2026011017073531,975202,601,100,004","1/10/2026","1/10/2026","Debit","-19.75000","","1022998109","Purchase ANITA GELATO PR INC , 1351 AVE ASHFORD, SAN JUAN,","","Debit Card","42420.16000","","Purchase ANITA GELATO PR INC , 1351 AVE ASHFORD, SAN JUAN,"
"202601101707353760202,601,100,003","1/10/2026","1/10/2026","Debit","-7.60000","","1022998094","Purchase UBER   *TRIP , 706 MISSION ST, 8005928996, CA","Auto & Transport","Debit Card","42439.91000","","Purchase UBER   *TRIP , 706 MISSION ST, 8005928996, CA"
"202601091707353595202,601,100,002","1/9/2026","1/10/2026","Debit","-5.95000","","1022998095","Purchase UBER   *TRIP , 706 MISSION ST, 8005928996, CA","Auto & Transport","Debit Card","42447.51000","","Purchase UBER   *TRIP , 706 MISSION ST, 8005928996, CA"
"202601091707353968202,601,100,001","1/9/2026","1/10/2026","Debit","-9.68000","","1022998096","Purchase WALGREENS STORE, CONDADO,","Health & Fitness","Debit Card","42453.46000","","Purchase WALGREENS STORE, CONDADO,"
"202601091707353711202,601,090,003","1/9/2026","1/9/2026","Debit","-7.11000","","1022998097","Purchase UBER   *TRIP , 706 MISSION ST, 8005928996, CA","Auto & Transport","Debit Card","42463.14000","","Purchase UBER   *TRIP , 706 MISSION ST, 8005928996, CA"
"202601091707353991202,601,090,002","1/9/2026","1/9/2026","Debit","-9.91000","","1022998098","Purchase UBER   *TRIP , 706 MISSION ST, 8005928996, CA","Auto & Transport","Debit Card","42470.25000","","Purchase UBER   *TRIP , 706 MISSION ST, 8005928996, CA"
"2026010917073536,000202,601,090,001","1/9/2026","1/9/2026","Debit","-60.00000","","1022998110","Purchase PAR*STEVEN AUTO SERVICES , 366 CALLE CALZADA, SAN JUAN,","","Debit Card","42480.16000","","Purchase PAR*STEVEN AUTO SERVICES , 366 CALLE CALZADA, SAN JUAN,"
"20260107170735322,955202,601,080,001","1/7/2026","1/8/2026","Debit","-229.55000","","1021464039","Purchase VIEQUES UTV RENTAL CNP , SEC MARTIREAU, VIEQUES,","","Debit Card","42540.16000","","Purchase VIEQUES UTV RENTAL CNP , SEC MARTIREAU, VIEQUES,"
"20260107170735315,033202,601,070,005","1/7/2026","1/7/2026","Credit","150.33000","","1021197363","CR Pmt/Tfr VENMO*NELSON, San Jose, CA","","Debit Card","42769.71000","","CR Pmt/Tfr VENMO*NELSON, San Jose, CA"
"202601071707353375202,601,070,004","1/7/2026","1/7/2026","Debit","-3.75000","","1021026497","Purchase HACIENDA SAN PEDRO , 318 DE DIEGO AVE, SAN JUAN,","","Debit Card","42619.38000","","Purchase HACIENDA SAN PEDRO , 318 DE DIEGO AVE, SAN JUAN,"
"2026010717073531,959202,601,070,003","1/7/2026","1/7/2026","Debit","-19.59000","","1021026498","Purchase PUEBLO 984 CIUDADELQPS , 1511 AVE PONCE DE LEON, SAN JUAN,","","Debit Card","42623.13000","","Purchase PUEBLO 984 CIUDADELQPS , 1511 AVE PONCE DE LEON, SAN JUAN,"
"20260107170735319,189202,601,070,002","1/7/2026","1/7/2026","Debit","-191.89000","","1021026499","Purchase AEE-PREPA , AVE PONCE DE LEON 110, SAN JUAN,","","Debit Card","42642.72000","","Purchase AEE-PREPA , AVE PONCE DE LEON 110, SAN JUAN,"
"2026010717073531,337202,601,070,001","1/7/2026","1/7/2026","Debit","-13.37000","","1021026496","Purchase Spotify P3E298DFD2 , 4 World Trade Center  1, New York, NY","Entertainment","Debit Card","42834.61000","","Purchase Spotify P3E298DFD2 , 4 World Trade Center  1, New York, NY"
"202601051707353700202,601,060,002","1/5/2026","1/6/2026","Debit","-7.00000","","1021026500","Purchase AP ESCAMBRON , PUERTA DE TIERRA, SAN JUAN,","","Debit Card","42847.98000","","Purchase AP ESCAMBRON , PUERTA DE TIERRA, SAN JUAN,"
"2026010517073531,059202,601,060,001","1/5/2026","1/6/2026","Debit","-10.59000","","1021026501","Purchase HORNOFINO LOSFILTROS-P , KM 2 MINILLAS OFC 1, BAYAMON,","","Debit Card","42854.98000","","Purchase HORNOFINO LOSFILTROS-P , KM 2 MINILLAS OFC 1, BAYAMON,"
"2026010517073532,500202,601,050,004","1/5/2026","1/5/2026","Debit","-25.00000","","1020450294","Outgoing Wire Transfer Fee","","Fee","42865.57000","","Outgoing Wire Transfer Fee"
"202601051707353320,000202,601,050,003","1/5/2026","1/5/2026","Debit","-3200.00000","","1020450295","WIRE TO SEBASTIAN BONNIN","","Wire","42890.57000","","WIRE TO SEBASTIAN BONNIN"
"2026010517073535,013202,601,050,002","1/5/2026","1/5/2026","Debit","-50.13000","","1020450296","STUDENT LN DEPT EDUCATION ID9102001002","","ACH","46090.57000","","STUDENT LN DEPT EDUCATION ID9102001002"
"202601051707353700202,601,050,001","1/5/2026","1/5/2026","Debit","-7.00000","","1020450297","Purchase RENDER.COM , 525 Brannan St Ste 300, SAN FRANCISCO, CA","","Debit Card","46140.70000","","Purchase RENDER.COM , 525 Brannan St Ste 300, SAN FRANCISCO, CA"
"202601041707353586202,601,040,004","1/4/2026","1/4/2026","Debit","-5.86000","","1020450292","Purchase COSTCO WHSE #03, BAYAMON,","Shopping","Debit Card","46147.70000","","Purchase COSTCO WHSE #03, BAYAMON,"
"2026010417073534,355202,601,040,003","1/4/2026","1/4/2026","Debit","-43.55000","","1020450293","Purchase COSTCO WHSE #03, BAYAMON,","Shopping","Debit Card","46153.56000","","Purchase COSTCO WHSE #03, BAYAMON,"
"2026010417073533,200202,601,040,002","1/4/2026","1/4/2026","Debit","-32.00000","","1020450298","Purchase PUMA SERVICE STATION , CARR 453 INT 455 BO CIB, CAMUY,","","Debit Card","46197.11000","","Purchase PUMA SERVICE STATION , CARR 453 INT 455 BO CIB, CAMUY,"
"2026010317073533,500202,601,040,001","1/3/2026","1/4/2026","Debit","-35.00000","","1020450299","Purchase DOCTOR.JUSTANSWER.ES , 800-939-6216, 800-939-6216, CA","","Debit Card","46229.11000","","Purchase DOCTOR.JUSTANSWER.ES , 800-939-6216, 800-939-6216, CA"
"202601031707353800202,601,030,002","1/3/2026","1/3/2026","Debit","-8.00000","","1019865945","Purchase HMS PUERTO RICO , Autoridad de Transporte, SAN JUAN,","","Debit Card","46264.11000","","Purchase HMS PUERTO RICO , Autoridad de Transporte, SAN JUAN,"
"202601031707353333202,601,030,001","1/3/2026","1/3/2026","Debit","-3.33000","","1019865946","Purchase SUPERMAX DE DIEGO SI , 114 AVE DE DIEGO, SAN JUAN,","","Debit Card","46272.11000","","Purchase SUPERMAX DE DIEGO SI , 114 AVE DE DIEGO, SAN JUAN,"
"20260102170735370,000202,601,020,003","1/2/2026","1/2/2026","Debit","-700.00000","","1019726249","Purchase TRINITY CHURCH , 1344 Ave FD Roosevelt S, SAN JUAN,","","Debit Card","46275.44000","","Purchase TRINITY CHURCH , 1344 Ave FD Roosevelt S, SAN JUAN,"
"2026010217073535,606202,601,020,002","1/2/2026","1/2/2026","Debit","-56.06000","","1019726250","Purchase RAKUTEN RESTAURANT , AVE MAGDALENA 56 ESQ CA, SAN JUAN,","","Debit Card","46975.44000","","Purchase RAKUTEN RESTAURANT , AVE MAGDALENA 56 ESQ CA, SAN JUAN,"
"2026010217073534,157202,601,020,001","1/2/2026","1/2/2026","Debit","-41.57000","","1019726251","Purchase SUPERMAX DE DIEGO SI , 114 AVE DE DIEGO, SAN JUAN,","","Debit Card","47031.50000","","Purchase SUPERMAX DE DIEGO SI , 114 AVE DE DIEGO, SAN JUAN,"
"2026010117073531,416202,601,010,002","1/1/2026","1/1/2026","Debit","-14.16000","","1019726252","Purchase SUPERMAX DE DIEGO SI , 114 AVE DE DIEGO, SAN JUAN,","","Debit Card","47073.07000","","Purchase SUPERMAX DE DIEGO SI , 114 AVE DE DIEGO, SAN JUAN,"
